path,classification,canonical_source_or_build_owner,audience,source_sha_or_evidence,status,finding_or_action,verification_command,publication_destination
docs/deployment/SQUIRE-NETSUITE-MCP-SETUP-GUIDE.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/developer/DEVELOPER-SETUP.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/developer/DEVELOPER_GUIDE.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/developer/LOGGING-STANDARDS.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/developer/NAVIGATION-BACK-ESC-STANDARD.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/developer/README.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/developer/TYPESCRIPT-CONFIG.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/developer/agents.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/developer/api-reference.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/developer/claude-instructions.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/developer/setup-notes.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/developer/troubleshooting.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/development/CONTRIBUTING-LINT-GUIDE.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/development/LINT-PROGRESSION.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/evaluation/AI-SYSTEM-EVALUATION-GUIDE.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/evaluation/NETSUITE-MCP-ASSESSMENT.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/features/ADVANCED-FIELD-MAPPING-EDITOR-AI-IMPLEMENTATION.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/features/GRAND-UNIFIED-STRATEGY-GUIDE.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/features/MDM-FEATURE-GUIDE.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/features/PII-DETECTION-GUIDE.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/features/README.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/features/REASONING-TRACES-GUIDE.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/features/ai-features-guide.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/features/feature-showcase.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/features/help-chat-system.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/governance/AI-GOVERNANCE-COMPLETE-GUIDE.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/governance/GOVERNANCE-QUICK-REFERENCE.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/guides/AGENT-INTEGRATION-ROADMAP.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/guides/DOCKER.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/guides/IMPLEMENTATION-GUIDE.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/guides/NETSUITE-SERIALIZED-ASSET-SYNC.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/guides/SECURITY-AND-RATE-LIMITING.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/guides/SUITECENTRAL-PARITY-GUIDE.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
